content,events_refined
"The app was good when I first used it. And I have used it for quite some time too. But recently like today, I came across an issue with LinkedIn, lagging and crashing, unable to load. Kept telling me there's an error when I access it. The main page just refuse to load and kept saying there's an error. So I thought maybe i will reinstall it instead. I tried reinstalling it but it's the same. And now I can't even access it anymore. Also I can't even fully uninstall it. Please do something/fix it.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
The app was good when I first used it. And I have used it for quite some time too. But recently like today, I came across an issue with LinkedIn, lagging and crashing, unable to load. Kept telling me there's an error when I access it. The main page just refuse to load and kept saying there's an error. So I thought maybe i will reinstall it instead. I tried reinstalling it but it's the same. And now I can't even access it anymore. Also I can't even fully uninstall it. Please do something/fix it.

### events refined:

[ I came across an issue with LinkedIn, lagging and crashing, unable to load, it's the same when I reinstall it, I can't even access it anymore, I can't even fully uninstall it]
"
"The app overall is good and looks professional. But there're way too many glitches and bugs that need to be handled by the developers, each time i try to open or post something on my profile it glitches and that feed is nowhere to be shown, secondly i can't even open or change my profile photo! Everytime i need to i have to reinstall the app... Please look into this matter seriously or there's way too many better apps and it doesn't take much time for the users to switch...","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
The app overall is good and looks professional. But there're way too many glitches and bugs that need to be handled by the developers, each time i try to open or post something on my profile it glitches and that feed is nowhere to be shown, secondly i can't even open or change my profile photo! Everytime i need to i have to reinstall the app... Please look into this matter seriously or there's way too many better apps and it doesn't take much time for the users to switch...

### events refined:

[ I try to open or post something on my profile, it glitches and that feed is nowhere to be shown.] [ I try to change my profile photo, it glitches and I can't do it]
"
App keeps on crashing when i open My Network section,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
App keeps on crashing when i open My Network section

### events refined:

[I open My Network section, app keeps on crashing]
"
"Unfortunately, app is not working properly for posting content and managing a business page. If you're just checking updates and exploring content there, all good. But posting is as inconsistent as it can be. With videos, images, both... and even with texts/links only. Hope it gets fixed soon. (And yes, my app is up to date)","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Unfortunately, app is not working properly for posting content and managing a business page. If you're just checking updates and exploring content there, all good. But posting is as inconsistent as it can be. With videos, images, both... and even with texts/links only. Hope it gets fixed soon. (And yes, my app is up to date)

### events refined:

[ I'm just checking updates and exploring content, it's all good] [ I'm posting content, it's inconsistent as it can be, with videos, images, both, even with texts/links only]
"
"I am a new user, and the app seems mostly fine so far. However, it is RIDICULOUS that the feed on the Home tab can't be sorted by 'recent', and instead sorts only by 'top' - or whatever the hell this is. Please fix this stupid feature, and allow users to choose how they view their content; being forced to accept some algorithm-driven default setting is NOT in users' interests.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I am a new user, and the app seems mostly fine so far. However, it is RIDICULOUS that the feed on the Home tab can't be sorted by'recent', and instead sorts only by 'top' - or whatever the hell this is. Please fix this stupid feature, and allow users to choose how they view their content; being forced to accept some algorithm-driven default setting is NOT in users' interests.

### events refined:

[""It is RIDICULOUS that the feed on the Home tab can't be sorted by'recent', and instead sorts only by 'top' - or whatever the hell this is.""]
"
"App is designed more for people looking for a job, and less for employers. It's difficult to find the job posting you put up and the candidates that apply. Plus it won't let me see the messages candidates have sent me without uploading a resume.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
App is designed more for people looking for a job, and less for employers. It's difficult to find the job posting you put up and the candidates that apply. Plus it won't let me see the messages candidates have sent me without uploading a resume.

### events refined:

[It's difficult to find the job posting I put up and the candidates that apply.]
"
"I find an app that should be optimized for use, inefficient when it comes to uploading and updating my profile. Just downloaded the recent update and its basically not allowing me to update my profile with an error message constantly coming up. I believe improving the user interface and helping reduce frustrating periods of having to retype everything will ho a long way. While effective for connections the experience is frustrating","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I find an app that should be optimized for use, inefficient when it comes to uploading and updating my profile. Just downloaded the recent update and its basically not allowing me to update my profile with an error message constantly coming up. I believe improving the user interface and helping reduce frustrating periods of having to retype everything will ho a long way. While effective for connections the experience is frustrating

### events refined:

[ I find an app that should be optimized for use, inefficient when it comes to uploading and updating my profile. I downloaded the recent update, it's not allowing me to update my profile with an error message constantly coming up]
"
"LinkedIn, I have a complaint. 🙄 Please change the font style for the articles back to the old one. This is my humble request. I want to publish a new short story but this font style doesn't match the ""vibe"" The old font style had a more classic and timeless aesthetic.✨ It was more suitable for the short stories and long articles. The new font style is not as appropriate for articles or stories. Honestly, I find it boring. 🤧 Please change it back to old one for articles.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
LinkedIn, I have a complaint. 🙄 Please change the font style for the articles back to the old one. This is my humble request. I want to publish a new short story but this font style doesn't match the ""vibe"" The old font style had a more classic and timeless aesthetic.✨ It was more suitable for the short stories and long articles. The new font style is not as appropriate for articles or stories. Honestly, I find it boring. 🤧 Please change it back to old one for articles.

### events refined:

[Please change the font style for the articles back to the old one]
"
I don't understand LinkedIn anymore. My files keep failing to upload when I try to send document to someone. I can't even send a personalized invite anymore.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I don't understand LinkedIn anymore. My files keep failing to upload when I try to send document to someone. I can't even send a personalized invite anymore.

### events refined:

[I try to send document to someone, It fails to upload] [I can't even send a personalized invite anymore]
"
"Have had this app on my phone for a long time and it's been fine. Recently though I have been experiencing problems with it, and it fails to load content after initial installation (I've unintalled and reinstalled it several times) it's a real shame as actually this is a platform I need to access regularly.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Have had this app on my phone for a long time and it's been fine. Recently though I have been experiencing problems with it, and it fails to load content after initial installation (I've unintalled and reinstalled it several times) it's a real shame as actually this is a platform I need to access regularly.

### events refined:

[I have experienced problems with it, I have uninstalled and reinstalled it several times, It fails to load content after initial installation]
"
make notifications and un/subscription process easier,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
make notifications and un/subscription process easier

### events refined:

[Make notifications and un/subscription process easier]
"
"I think job applications should always have a filter to categorize jobs that require degree and jobs that don't need degree, like, let job posters choose the requirements level from preferred to must have. So if users search for data entry without degree, those that requires degree will not appear, and those with optional degree may appear. It would be much more organized. Also, I want to get job recommendations that offer remote work instead of on site. Please add more locations for job filter","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I think job applications should always have a filter to categorize jobs that require degree and jobs that don't need degree, like, let job posters choose the requirements level from preferred to must have. So if users search for data entry without degree, those that requires degree will not appear, and those with optional degree may appear. It would be much more organized. Also, I want to get job recommendations that offer remote work instead of on site. Please add more locations for job filter

### events refined:

[ I think job applications should always have a filter to categorize jobs that require degree and jobs that don't need degree, I want to get job recommendations that offer remote work instead of on site]
"
"1.There's a bug in the LinkedIn App for Android. When the connection requests are withdrawn using LinkedIn app, it is not reflected! Only web based withdrawal of connection requests is actually being reflected actually. In app, they reappear again! It's annoying! 2. Also one more thing, the search option for people has less advanced filters in app when compared to website!","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
1.There's a bug in the LinkedIn App for Android. When the connection requests are withdrawn using LinkedIn app, it is not reflected! Only web based withdrawal of connection requests is actually being reflected actually. In app, they reappear again! It's annoying! 2. Also one more thing, the search option for people has less advanced filters in app when compared to website!

### events refined:

[I withdraw connection requests using LinkedIn app, It is not reflected, I withdraw connection requests using LinkedIn website, It is reflected]
"
"love the app, hate the ""suggested"" post. linkedin is becoming more like Instagram these days showing me so many posts that have nothing to do with work/career.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
love the app, hate the ""suggested"" post. linkedin is becoming more like Instagram these days showing me so many posts that have nothing to do with work/career.

### events refined:

[It shows me so many posts that have nothing to do with work/career]
"
"Not very user friendly. Linkedin? Not so fast, its far too difficult to upload a resume.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Not very user friendly. Linkedin? Not so fast, its far too difficult to upload a resume.

### events refined:

[It is not very user friendly, It is far too difficult to upload a resume]
"
"I would like to mention somethings that I would be happy to see it improved . I don't like the inability to save pictures from messages . Also the lag that happens , and sometimes Messages are not sent successfuly . Also the application crashes sometimes so would you please put these points into consideration in the future updates ?","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I would like to mention somethings that I would be happy to see it improved. I don't like the inability to save pictures from messages. Also the lag that happens, and sometimes Messages are not sent successfuly. Also the application crashes sometimes so would you please put these points into consideration in the future updates?

### events refined:

[I don't like the inability to save pictures from messages][It sometimes crashes][It sometimes messages are not sent successfully]
"
FYI show more button on jobs not working.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
FYI show more button on jobs not working.

### events refined:

[Show more button on jobs not working]
"
"No tablet optimization in 2022! Come on LinkedIn. Suggestion: Under the jobs tab, it would be great if there was a language translator. If I search for jobs abroad, they are often in the countries home language but they accept applications from English speakers. It's incredibly frustrating not having this as a native function. I don't want use a browser and rely on Google Translate.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
No tablet optimization in 2022! Come on LinkedIn. Suggestion: Under the jobs tab, it would be great if there was a language translator. If I search for jobs abroad, they are often in the countries home language but they accept applications from English speakers. It's incredibly frustrating not having this as a native function. I don't want use a browser and rely on Google Translate.

### events refined:

[It would be great if there was a language translator under the jobs tab, I search for jobs abroad, they are often in the countries home language but they accept applications from English speakers, It's incredibly frustrating not having this as a native function, I don't want use a browser and rely on Google Translate]
"
"The integration is very poor somehow. I cannot see any updates, connection requests or new posts when I'm connected to Wi-Fi while using the app. It's possible to use only if I'm switching to Mobile data. This has been persistent for some time and pretty much the reason why I'm giving only 2 stars. Would really like to see some changes made by the team on the issue.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
The integration is very poor somehow. I cannot see any updates, connection requests or new posts when I'm connected to Wi-Fi while using the app. It's possible to use only if I'm switching to Mobile data. This has been persistent for some time and pretty much the reason why I'm giving only 2 stars. Would really like to see some changes made by the team on the issue.

### events refined:

[ I cannot see any updates, connection requests or new posts when I'm connected to Wi-Fi while using the app]
"
"App concept and content and everything is good.. But application has many bugs.. for e.g. i am getting suggestions of many profiles.. whenever I click on any of the suggested profile, it brings me to the one perticular suggested profile everytime. And It's altogether different person. Also, I have got invite to join one event link. When I click the link,it opens in browser and says open application to view this, one clicking that, it redirects to Google Play Store instead of opening link in app","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
App concept and content and everything is good.. But application has many bugs.. for e.g. i am getting suggestions of many profiles.. whenever I click on any of the suggested profile, it brings me to the one perticular suggested profile everytime. And It's altogether different person. Also, I have got invite to join one event link. When I click the link,it opens in browser and says open application to view this, one clicking that, it redirects to Google Play Store instead of opening link in app

### events refined:

[It brings me to the one perticular suggested profile everytime, it's altogether different person.] [I have got invite to join one event link, I click the link, it opens in browser, it says open application to view this, one clicking that, it redirects to Google Play Store instead of opening link in app"
"it has some useful functions and maybe too many. navigating is complicated. pages are overloaded with inconsistent texts, icons and animations. it is simple a platform with a complicated interface. I use LinkedIn fairly often and neither web or mobile app version of it works smoothly.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
it has some useful functions and maybe too many. navigating is complicated. pages are overloaded with inconsistent texts, icons and animations. it is simple a platform with a complicated interface. I use LinkedIn fairly often and neither web or mobile app version of it works smoothly.

### events refined:

[It has some useful functions and maybe too many] [navigating is complicated] [pages are overloaded with inconsistent texts, icons and animations] [It is simple a platform with a complicated interface] [I use LinkedIn fairly often and neither web or mobile app version of it works smoothly]
"
"A bug been found in the application after update. I was having an Android assessment, diring the assessment a question options include images, I opened an image it became fullscreen, I tapped back button the whole screen becomes white and view shown. I tried tapping back again, a confirmation message has beenn shown to exit and take the same assessment after 3 month. This is unfair, please give me a fair chance for Android assessment. Thanks","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
A bug been found in the application after update. I was having an Android assessment, diring the assessment a question options include images, I opened an image it became fullscreen, I tapped back button the whole screen becomes white and view shown. I tried tapping back again, a confirmation message has beenn shown to exit and take the same assessment after 3 month. This is unfair, please give me a fair chance for Android assessment. Thanks

### events refined:

[ I was having an Android assessment, I opened an image, it became fullscreen, I tapped back button, the whole screen became white and view shown, I tried tapping back again, a confirmation message has been shown to exit and take the same assessment after 3 month]
"
"As much as I want to like the LinkedIn app, I simply can't ignore all its bugs. There's always something that doesn't work as it should: sometimes you can't update your info, sometimes you can't upload a new profile pic, and so on. If you don't know how to make a professional and working app, you shouldn't take on a massive challenge like LinkedIn.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
As much as I want to like the LinkedIn app, I simply can't ignore all its bugs. There's always something that doesn't work as it should: sometimes you can't update your info, sometimes you can't upload a new profile pic, and so on. If you don't know how to make a professional and working app, you shouldn't take on a massive challenge like LinkedIn.

### events refined:

[I can't update my info, I can't upload a new profile pic]
"
"Why is it so hard to look for support for this app? The problem is that I can't log in, but in order for me to submit a ticket, I have to be logged in to my account? This is just pure frustration!","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Why is it so hard to look for support for this app? The problem is that I can't log in, but in order for me to submit a ticket, I have to be logged in to my account? This is just pure frustration!

### events refined:

[I can't log in, I have to be logged in to my account to submit a ticket]
"
"Very useful app for professional networking. The con that I noticed with this app is that when the app is running in the background and there is no foreground activities, it sips a significant portion of the battery power. I am an Android user, not sure if the same issue persists with iOS users. Even though I use the app for 10-15 minutes every day, it consumes the highest power everyday as per my phone's battery statistics.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Very useful app for professional networking. The con that I noticed with this app is that when the app is running in the background and there is no foreground activities, it sips a significant portion of the battery power. I am an Android user, not sure if the same issue persists with iOS users. Even though I use the app for 10-15 minutes every day, it consumes the highest power everyday as per my phone's battery statistics.

### events refined:

[I use the app for 10-15 minutes every day, it consumes the highest power everyday as per my phone's battery statistics.]
"
"I think I may have found a bug. I used the app to give a recommendation to someone from whom I'd received a great service. But even though I was setting the client relationship as me being a client of hers, it still kept saving it as her being my client. I tried deleting it and doing it several times, but it kept doing the same thing. So I deleted it and typed up the recommendation via my laptop and it worked fine. I noticed that 2 other recommendations for 2 other people had the same issue.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I think I may have found a bug. I used the app to give a recommendation to someone from whom I'd received a great service. But even though I was setting the client relationship as me being a client of hers, it still kept saving it as her being my client. I tried deleting it and doing it several times, but it kept doing the same thing. So I deleted it and typed up the recommendation via my laptop and it worked fine. I noticed that 2 other recommendations for 2 other people had the same issue.

### events refined:

[ I used the app to give a recommendation to someone from whom I'd received a great service, I was setting the client relationship as me being a client of hers, It kept saving it as her being my client, I tried deleting it and doing it several times, It kept doing the same thing, I deleted it"
"This is the most useless app I've ever come across. I can't post articles, or anything for that matter. The app keeps crashing. I can't view any profiles, it keeps crashing. I can't write any messages, it keeps crashing. How am I supposed to network, if your android app does NOT work. Get your game together. This is unacceptable.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
This is the most useless app I've ever come across. I can't post articles, or anything for that matter. The app keeps crashing. I can't view any profiles, it keeps crashing. I can't write any messages, it keeps crashing. How am I supposed to network, if your android app does NOT work. Get your game together. This is unacceptable.

### events refined:

[ I can't post articles, I can't view any profiles, I can't write any messages, it keeps crashing]
"
"Latest version UI is bad, can't navigate easily the filters don't work properly","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Latest version UI is bad, can't navigate easily the filters don't work properly

### events refined:

[The filters don't work properly]
"
"Hello linkedin . Recently i got many account restrictions . So i opened another account from another mail id , i got lot more restrictions even i verify with persona . I couldn't not able to recover my linkedin id please take this as a concern and help me to recover my account 🙏🏼 .. your kind help may save my account and activities in that ..","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Hello linkedin. Recently i got many account restrictions. So i opened another account from another mail id, i got lot more restrictions even i verify with persona. I couldn't not able to recover my linkedin id please take this as a concern and help me to recover my account 🙏🏼.. your kind help may save my account and activities in that..

### events refined:

[ I got many account restrictions] [I opened another account from another mail id, I got lot more restrictions even I verify with persona, I couldn't not able to recover my linkedin id]
"
"While the app is extremely useful, there are some major irritating things & bugs faced by a user that needs to be looked into. For example- there is no option to delete a received recommendation in your profile. This is a basic requirement which is missing. Plus the app keeps switching on the 'All Linkedin members' view option despite choosing 'off' option multiple times. The app automatically selects on by itself. It is a frustrating experience indeed. Hope Linkedin people are listening.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
While the app is extremely useful, there are some major irritating things & bugs faced by a user that needs to be looked into. For example- there is no option to delete a received recommendation in your profile. This is a basic requirement which is missing. Plus the app keeps switching on the 'All Linkedin members' view option despite choosing 'off' option multiple times. The app automatically selects on by itself. It is a frustrating experience indeed. Hope Linkedin people are listening.

### events refined:

[There is no option to delete a received recommendation in your profile]
"
"I frequently get push notifications that say things like, ""You have 2 connection requests awaiting your approval!"" When I tap the notification, it takes me to the app where I can review the connection requests. However, there is only 1 connection request, or sometimes there isn't even a request and the notification was totally bogus. It feels like a ploy to get me using the app under false pretenses. Stop creating bogus push notifications!","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I frequently get push notifications that say things like, ""You have 2 connection requests awaiting your approval!"" When I tap the notification, it takes me to the app where I can review the connection requests. However, there is only 1 connection request, or sometimes there isn't even a request and the notification was totally bogus. It feels like a ploy to get me using the app under false pretenses. Stop creating bogus push notifications!

### events refined:

[It says, ""You have 2 connection requests awaiting your approval!"" When I tap the notification, it takes me to the app where I can review the connection requests. There is only 1 connection request, or sometimes there isn't even a request and the notification was totally bogus]
"
"The new UI looks good and attractive. But it can be more subtle than it previously was. 1. It shouldn't be like every other social media app. 2. The pages are so sensitive that while scrolling we simply jump onto a post (Which we clearly aren't that interested in, that's why we're scrolling). 3. The messaging tab has to be swiped right/use back button probably 2-3 times to even get out of a particular chat. It gets tough when one is prospecting or referring to multiple chats.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
The new UI looks good and attractive. But it can be more subtle than it previously was. 1. It shouldn't be like every other social media app. 2. The pages are so sensitive that while scrolling we simply jump onto a post (Which we clearly aren't that interested in, that's why we're scrolling). 3. The messaging tab has to be swiped right/use back button probably 2-3 times to even get out of a particular chat. It gets tough when one is prospecting or referring to multiple chats.

### events refined:

[""I like the new UI, but it's too subtle.""] [""I scroll through the posts, but I'm not interested in them.""] [""I swipe right to get out of the chat, but it's too sensitive and I have to swipe right again.""]
"
"This App now, is just a scam websites, hub feeding their database of people in need of a job, thus vulnerable. Most jobs take you to premium job posters website where you have to create an account provide email, more data bout yourself. In god knows what scripts and cookies tracking you, the user. If you are looking for a job, look directly in your browser, local websites.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
This App now, is just a scam websites, hub feeding their database of people in need of a job, thus vulnerable. Most jobs take you to premium job posters website where you have to create an account provide email, more data bout yourself. In god knows what scripts and cookies tracking you, the user. If you are looking for a job, look directly in your browser, local websites.

### events refined:

[I want to find a job, It takes me to a premium job poster website where I have to create an account and provide email, It tracks me, I am vulnerable]
"
I want to reset my password but this application won't let me do it. I am troubled by this. Application developers should take some time and see this also.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I want to reset my password but this application won't let me do it. I am troubled by this. Application developers should take some time and see this also.

### events refined:

[ I want to reset my password but this application won't let me do it]
"
"There are too many bad accounts that are easily recognizable (by many means) but are allowed to persist in deplorable, mistreating& bullying of others, essentially the others are the Good people an honest, kind, helpful & truly beneficial site / app / entity would want to associate with. Though this significant problem isn't isolated here but to American politics, society & the globe in general. A Shift Is Coming... if not in the earlier Stages Already & I CANNOT WAIT 4 This 2 B Finalized.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
There are too many bad accounts that are easily recognizable (by many means) but are allowed to persist in deplorable, mistreating& bullying of others, essentially the others are the Good people an honest, kind, helpful & truly beneficial site / app / entity would want to associate with. Though this significant problem isn't isolated here but to American politics, society & the globe in general. A Shift Is Coming... if not in the earlier Stages Already & I CANNOT WAIT 4 This 2 B Finalized.

### events refined:

[I am a good person, I am honest, kind, helpful, and truly beneficial, I am mistreated, bullied, and deplorable, I am easily recognizable, I am allowed to persist in my mistreatment, bullying, and deplorable behavior, I am the only one who is mistreated, bullied"
"Still receiving ""Happening Now"" push notifications after disabling alerts. App is fully updated on Galaxy S20+. How do I make these stop?","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Still receiving ""Happening Now"" push notifications after disabling alerts. App is fully updated on Galaxy S20+. How do I make these stop?

### events refined:

[Still receiving ""Happening Now"" push notifications after disabling alerts] [I disabled alerts]
"
No Sound for messages and notifications. Please try to improve like whenever a person pings it should notify on top border(icon),"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
No Sound for messages and notifications. Please try to improve like whenever a person pings it should notify on top border(icon)

### events refined:

[No Sound for messages and notifications] [It should notify on top border(icon)]
"
"Not able to access any of the app's features. Neither news feed, messages, nor networking with fellow members - nothing is working properly. Wanted to add the screenshot of the problem, but reviews on Google play store doesn't give an option to attach an image with the review. Really disappointed.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Not able to access any of the app's features. Neither news feed, messages, nor networking with fellow members - nothing is working properly. Wanted to add the screenshot of the problem, but reviews on Google play store doesn't give an option to attach an image with the review. Really disappointed.

### events refined:

[ I'm not able to access any of the app's features, I'm not able to access news feed, messages, nor networking with fellow members, I wanted to add the screenshot of the problem, but reviews on Google play store doesn't give an option to attach an image with the review, I'm really disappointed"
"It used to be the best, i feel like the platform really has gotten terrible in the past year. I dont know who or what drove all the decisions but job search results are bad now, the ratio of ""promoted"" job posts to non promoted is 5-to-1 (do a search and count. 5 promoted, 1 not, then another 5 promoted). The filters like ""dont show this to me again"" no longer work, and the quality of job posts are generally lower :(. Applying via linkedIn is still easy, but the job search sucks now.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
It used to be the best, i feel like the platform really has gotten terrible in the past year. I dont know who or what drove all the decisions but job search results are bad now, the ratio of ""promoted"" job posts to non promoted is 5-to-1 (do a search and count. 5 promoted, 1 not, then another 5 promoted). The filters like ""dont show this to me again"" no longer work, and the quality of job posts are generally lower :(. Applying via linkedIn is still easy, but the job search sucks now.

### events refined:

[""I used to feel like the platform was the best, but in the past year, it has gotten terrible."", ""I don't know who or what drove all the decisions, but job search results are bad now, the ratio of 'promoted' job posts to non-promoted is 5 to 1."","
On creating job profile it works fine but on job search for the past six months I have been applying i haven't got any single response from the recruiters and more some fake job openings are posted,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
On creating job profile it works fine but on job search for the past six months I have been applying i haven't got any single response from the recruiters and more some fake job openings are posted

### events refined:

[ I have been applying to job openings for the past six months, I haven't got any single response from the recruiters, Some fake job openings are posted]
"
