Review,Event
Why does it only send me notifications to like and respond but not to retweet like before you All better fix the problem or I'm unstalling the app,"Events:

[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
* Keeping logging me out of account
* Saying session expired
* Trying to log in but it won't let me
[I search and scroll, It will select a random picture as the main one, keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
* Selecting a random picture as the main one
* Keeping selecting a zoomed up tiny area of damage as the main photo
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over]
* Logging in with the right password
* Starting to log in but then deciding the login has expired
* Logging me out
* Trying to log back in but it does the same thing over and over
[I can't login at all, I can't recover my account at all]
* Can't login at all
* Can't recover my account at all
[I've tried uninstalling 3 times and tried to get the password reset but never worked just said error]
* Tried uninstalling 3 times
* Trying to get the password reset but it never works and says error
[It made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app]
* Screen going black
* App freezing for a second and kicking me out
[You All better fix the problem or I'm unstalling the app]
* Threatening to uninstall the app if the problem isn't fixed"
I can't find my old tweets after one week from the date I post them it's a very sad an app like x can't save at least the people tweets👎🏻,"Events: [I can't find my old tweets, It has been one week since I posted them, The app can't save at least the people tweets]"
Spaces' not visible on TL after the latest update.,"Events:
[It keeps logging me out, It is saying session expired]
[I try to log in, It won't let me log in]
[I keep trying to update the app, It still won't let me log in]
[I update app, It says update again]

Related events:
[It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out]
[I log back in, The app does the same thing over and over]
[I got it updated, It is still continuing to do the same thing over and over]
[I have tried uninstalling, I tried to get the password reset, It never worked and just said error]
[I was trying to login, It made my screen go black]
[I was trying to login, just froze for a second, kicked me out of the app]"
"The name X is so stupid and can make conversation so awkward, when putting X in front of other word like videos.","
Events:
[It keeps logging me out, It is saying session expired]
* Logging in repeatedly but getting kicked out
* Updating the app but it still doesn't work
[It will select a random picture as the main one]
* Searching and scrolling on Facebook Marketplace
* Finding that a zoomed-up tiny area of damage is selected as the main photo instead of the actual overall photo of an object
[I log in with the right password, The app starts to log in]
* Trying to log in but getting kicked out after it decides the login has expired
* Logging back in and repeating the same process over and over
[I tried uninstalling 3 times and tried to get the password reset]
* Uninstalling the app multiple times without success
* Trying to recover the account through password reset but it never worked and just said error
[It made my screen go black one time trying to login]
* Encountering a black screen while trying to log in
[It froze for a second then kicked me out of the app]
* Freezing for a second while trying to log in and then kicking the user out of the app."
"i cant refresh my homepage after i updated this morning, and so many bugs and error","Events: [I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]"
"the experience is okay but now that it was changed names I hate this stupid app it was called twitter and I will speak for some people but I know down In hearth this app was better before when it was called twitter and not some stupid ""X"" and it was called twitter for generations and I think it should go back","
Events:
[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over]
[I can't login at all, Can't recover my account at all, I've tried uninstalling 3 times and tried to get the password reset but never worked, just said error, Oh yeah, And made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app.]"
Had to take it off my home screen because it kept saying I had a notification when I didn't.,"Events: [It keeps saying I have a notification when I don't, Had to take it off my home screen]"
"The support section doesn't work so I write here, the list feature is buggy, after I create 2 list and add several members(80), suddenly they stop adding, it's add and immediately remove and says something went wrong","
Events:
[Creating a list, Adding several members (80), Stopping the addition of members suddenly]
Here are the related events extracted from the reviews:
1. Keeps logging me out of account saying session expired and everytime I try to log in it won't let me.
2. Keeps updating constantly even when I keep it up to date so not sure if the app is glitching.
3. Overall not a good app so may have to consider deleting Facebook as this has put me off and happens way too much.
4. Keep trying to update the app thinking it was that but its still not working and it says update again even after I already did.
5. It keeps selecting a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object.
6. Can't login at all, can't recover my account at all.
7. I've tried uninstalling 3 times and tried to get the password reset but never worked just said error.
8. Made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app.
9. The support section doesn't work so I write here, the list feature is buggy, after I create 2 lists and add several members (80), suddenly they stop adding, it's add and immediately remove and says something went wrong."
"If truly there is freedom of speech on the platform then, I, won't get suspended for Xcing on X..","
Events:
[It keeps logging me out, It is saying session expired]
[I try to log in, It won't let me log in]
[I keep trying to update the app, It still won't let me log in]
[I update app, It says update again]
[I search and scroll, It will select a random picture as the main one]
[It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
[I log in with the right password, The app starts to log in]
[It decides login has expired, It logs me out]
[It turns around, I log back in]
[The app does the same thing over and over]
[I got it updated, It is still continuing to do the same thing over and over]
[I have tried uninstalling, I tried to get the password reset]
[It never worked and just said error]
[I was trying to login, It made my screen go black]
[I was trying to login, just froze for a second, kicked me out of the app]"
"I watch YouTube , Instagram , fb videos on high quality no bufferings, But X always buffers even when video is low quality Very very sloww videos in X Pls fix this soon","
Events: [Watching YouTube, Instagram, Facebook videos on high quality, No bufferings][Watching YouTube, Instagram, Facebook videos on low quality, Always buffers, Very slow videos in X]"
Just make it bit more compatible to 120hz and font are getting changed to default but phone font work when u clear data of X then after sometime its restored to Default X font.,"
From the given reviews, we can extract the following events:
Events from the first review:
* The app keeps logging the user out, saying that the session has expired.
* The user tries to log in, but the app won't let them.
* The user updates the app multiple times, but the issue persists.
Events from the second review:
* The app selects a random picture as the main one when searching and scrolling.
* The app keeps selecting a zoomed-up tiny area of damage as the main photo instead of the actual overall photo of an object.
Events from the third review:
* The user tries to log in with the right password, but the app starts to log in and then decides that the login has expired, kicking the user out.
* The user logs back in, but the app does the same thing over and over again.
* The user tries to update the app, but the issue persists.
Events from the fourth review:
* The user can't login at all and can't recover their account.
* The user has tried uninstalling the app multiple times and trying to get the password reset, but it never works and just says ""error.""
* The user experienced screen blackout and freezing while trying to login."
Give me email address for unsuspend my x account I am not able to do that your help center page is also not working where I can appeal your appeal page say logout your account then that is not working I tried 100 times in x app and in browser also give me proper way to contact and unsuspend my account it's showing limit reached my accounts limit reached on dec11 and it showed me it will normal after 3 days and 0 hers and my 3 days completed on yesterday so give me direct email id for support,"Here are the events extracted from the reviews:

Reviews: Keeps logging me out of account saying session expired and everytime I try to log in it won't let me, keeps updating constantly even when I keep it up to date so not sure if the app is glitching, overall not a good app so may have to consider deleting Facebook as this has put me off and happens way too much, keep trying to update the app thinking it was that but its still not working and it says update again even after i already did
Events: [It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
Reviews: Facebook marketplace has a bug or a terrible feature where it will select a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.
Events: [I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
Reviews: I don't know what has happened lately it will not let me log into my Facebook I keep logging in right password and all cuz it starts to log in but then it decides login has expired and kicks me right back out logs me out then it turns around, I log back in and it does the same thing over and over first I thought it might have needed updated so I got it updated and it's still continuing to do it I do not know what is going on with it but it needs fixed
Events: [I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over][I got it updated, It is still continuing to do the same thing over and over]
Reviews: Can't login at all can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT
Events: [I have tried uninstalling, I tried to get the password reset, It never worked and just said error][I was trying to login, It made my screen go black][I was trying to login, just froze for a second, kicked me out of the app]"
Why does twitter's activity system for each user need to be limited at some point wherein a very close proximity to being banned/locked simultaneously even after resting the account's activity for a while and keeps on doing so.,"Here are the events extracted from the reviews:

[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in]
* User experiences frequent logout issues and receives error messages about session expiration.
[I keep trying to update the app, It still won't let me log in]
* User tries to update the app but still encounters logout issues.
[I update app, It says update again]
* User updates the app but the issue persists.
[It will select a random picture as the main one, keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
* User experiences issues with the main photo selection in Facebook Marketplace.
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over]
* User experiences frequent logout issues after logging in successfully.
[Can't login at all, Can't recover my account at all]
* User is unable to log in to their account and cannot recover it.
[I was trying to login, It made my screen go black, I was trying to login, just froze for a second, kicked me out of the app]
* User experiences technical issues while trying to log in to their account."
Play bad quality videos even when i enable high quality mobile data and Wifi,"Events: [I enable high quality mobile data and WiFi, The app plays bad quality videos]"
Can't find spaces when application language is Arabic,"Ah, I see! In that case, here are the related events extracted from the reviews:

Reviews:
* Keeps logging me out of account saying session expired and every time I try to log in it won't let me.
* Keeps updating constantly even when I keep it up to date so not sure if the app is glitching.
* Overall not a good app so may have to consider deleting Facebook as this has put me off and happens way too much.
* Keep trying to update the app thinking it was that but its still not working and it says update again even after I already did.
Events:
[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in]
[I keep trying to update the app, It still won't let me log in, I update app, It says update again]
* Facebook marketplace has a bug or a terrible feature where it will select a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
* I don't know what has happened lately it will not let me log into my Facebook I keep logging in right password and all cuz it starts to log in but then it decides login has expired and kicks me right back out logs me out then it turns around, I log back in and it does the same thing over and over first I thought it might have needed updated so I got it updated and it's still continuing to do it I do not know what is going on with it but it needs fixed.
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over]
* Can't login at all can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT.
[I have tried uninstalling, I tried to get the password reset, It never worked and just said error]
[I was trying to login, It made my screen go black]
[I was trying to login, just froze for a second, kicked me out of the app]"
"I enjoy the app overall but ever since I downloaded the latest update I can't send tweets and whenever I ""like"" a post it will disappear.","Events: [I enjoy the app overall, Latest update, Can't send tweets, Post disappears when I like it]"
Consuming to much INTERNET DATA being after latest app updates Requesting team X to look into this Thank you,"
Events:
* [Logging in with the right password, starting to log in, login has expired, getting kicked out]
	+ (Reviews: Keeps logging me out of account saying session expired and everytime I try to log in it won't let me, keeps updating constantly even when I keep it up to date so not sure if the app is glitching, overall not a good app so may have to consider deleting Facebook as this has put me off and happens way too much, keep trying to update the app thinking it was that but its still not working and it says update again even after i already did)
* [Searching and scrolling, selecting a random picture as the main one]
	+ (Reviews: Facebook marketplace has a bug or a terrible feature where it will select a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.)
* [Trying to log in with the right password, starting to log in, login has expired, getting kicked out]
	+ (Reviews: I don't know what has happened lately it will not let me log into my Facebook I keep logging in right password and all cuz it starts to log in but then it decides login has expired and kicks me right back out logs me out then it turns around, I log back in and it does the same thing over and over first I thought it might have needed updated so I got it updated and it's still continuing to do it I do not know what is going on with it but it needs fixed)
* [Uninstalling the app, trying to get the password reset]
	+ (Reviews: Can't login at all can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT)"
Videos freezes and fails to play and most of the time videos keeps playing even when I go to another page the app is lagging the search doesn't work properly it doesn't show good results and sometimes the search even fails to show results overall the app is miss behaving and it's frustrating 😤,"Here are the events extracted from the reviews:

Review 1:
* Keeps logging me out of account (3 times)
* Says session expired (each time I try to log in)
* Updates constantly even when kept up to date
* May have to consider deleting Facebook (because of these issues)
* Keep trying to update app thinking it was that, but it's still not working
* It says update again after already updating
Review 2:
* Bug or terrible feature where it selects a random picture as the main one (so the only one buyers see when searching and scrolling)
* Keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object
Review 3:
* Can't login at all
* Can't recover my account at all
* Tried uninstalling 3 times and tried to get the password reset but never worked (just said error)
* Screen went black one time trying to login, and white another time (and just froze for a second before kicking me out of the app)
Review 4:
* Videos freezes and fails to play
* Most of the time videos keep playing even when I go to another page
* App is lagging
* Search doesn't work properly (doesn't show good results, and sometimes the search even fails to show results)
* Overall, the app is misbehaving and frustrating."
It's at is not a very good I have to verify who I am about every six days it takes about a day and a half to verify who I am and then I have to do it again and I have to change my password ridiculous ridiculous ridiculous if I could give it a negative five I would,"
Events:
[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over]
[I have tried uninstalling, I tried to get the password reset, It never worked and just said error, I was trying to login, It made my screen go black, I was trying to login, just froze for a second, kicked me out of the app]"
Twitter space's not showing after update,"Events: [I updated the app, Twitter space is not showing]"
Doesn't work when my phone is on charge,"
Events:
* [I try to log in, It won't let me log in]
* [I keep trying to update the app, It still won't let me log in]
* [I update app, It says update again]
* [I search and scroll, It will select a random picture as the main one]
* [It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
* [I log in with the right password, The app starts to log in]
* [It decides login has expired, It logs me out]
* [It turns around, I log back in]
* [The app does the same thing over and over]
* [I got it updated, It is still continuing to do the same thing over and over]
* [I have tried uninstalling, I tried to get the password reset, It never worked and just said error]
* [I was trying to login, It made my screen go black]
* [I was trying to login, just froze for a second, kicked me out of the app]"
"App does not load new posts, notifications, or images/audio when my phone is charging.","Events: [It doesn't load new posts, notifications, or images/audio when my phone is charging]"
"This was a pretty good app for me to post stuff like when I stream, but something happened, I am not certain this app is the cause of it, but so far I am lead to believe it is, I go ok Twitter, I see a tweet, I press on it to look at the replies, sand then it starts playing some sort of country music and then it wouldn't stop after I closed it, I restarted my phone, I opened it, it started playing again, I deleted it, it kept playing I restarted it, it wasn't playing, I downloaded it, it starts","Events:

[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over]
[I can't login at all, Can't recover my account at all, I've tried uninstalling 3 times and tried to get the password reset but never worked, just said error, Oh yeah, And made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app.]
[It starts playing some sort of country music after I closed it, I restarted my phone, I opened it, It started playing again, I deleted it, It kept playing, I restarted it, It wasn't playing, I downloaded it, It starts playing again.]"
"I have been using twitter for years now and I had the greatest experience, but lately I've encountered this issue that everytime I open the app it take a very long time for the pictures and videos to load, I had q great internet connection here in my house the other apps I have no trouble viewing the vids and pica instantly, but here in twitter it really takes a long time to load why is that?","Events: [I open the app, It takes a very long time for the pictures and videos to load]"
"Theres something with the new update that effected spaces and how if im in a space and i go to another app for more than a minute while im listening to the space twitter automatically throws me out the space, its very frustrating especially when im checking google about something that was said in the space, or i wanna check my phone messages while i listen or i just wanna listen to it as a podcast while i do something else, and i cant leave for more then a minute before im just kicked out","Here are the events organized into related groups based on the provided reviews:

[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in]
* The app keeps logging the user out, saying that the session has expired.
* The user tries to log back in, but the app won't let them.
[I keep trying to update the app, It still won't let me log in]
* The user updates the app multiple times, but the issue with logging in persists.
[It keeps selecting a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
* The app selects a random picture as the main one when searching and scrolling.
* The app selects a zoomed-up tiny area of damage as the main photo instead of the actual overall photo of an object.
[I have tried uninstalling, I tried to get the password reset, It never worked and just said error]
* The user has tried uninstalling the app multiple times but the issue persists.
* The user has also tried resetting their password but it didn't work and just said ""error"".
[I was trying to login, It made my screen go black, I was trying to login, just froze for a second, kicked me out of the app]
* The app makes the user's screen go black while they are trying to log in.
* The app freezes for a second and kicks the user out of the app.
[Theres something with the new update that effected spaces and how if im in a space and i go to another app for more than a minute while im listening to the space, twitter automatically throws me out the space]
* The latest update affected the user's ability to stay in a space for more than a minute before being kicked out.
* The user is frustrated by this change as they need to check other apps or listen to the space as a podcast while still listening to it."
"My Twitter is very, very slow to see replies from other people, especially if it takes too long to view photos after the recent update even though my signal is good, And I can't even open my notifications tab, I can't search for other people's account because it takes too long to load, please fix it","
Events:
[My Twitter is slow to see replies from other people, Especially if it takes too long to view photos after the recent update][My signal is good][I can't open my notifications tab][I can't search for other people's accounts because it takes too long to load]
Here, the events are organized into related groups based on their similarity in meaning. Each group is enclosed in square brackets, with events within the same group separated by commas."
"The app is getting worse..it keeps glitching and shutting down out of nowhere, it keeps asking to authenticate after making even the slightest changes to my profile, some videos keep glitching and speeding up, I haven't been able to change my username for a while now and I've always disliked the fact that if you're scrolling down a follower/following list, click on an account then go back it'll take you back to the top of the list","Events:

[It keeps glitching and shutting down out of nowhere]
* The app is crashing or freezing unexpectedly.
[It keeps asking to authenticate after making even the slightest changes to my profile]
* The app is prompting for authentication repeatedly, even for minor changes to the user's profile.
[Some videos keep glitching and speeding up]
* The app is playing video content in an unstable manner, causing it to glitch or speed up unexpectedly.
[I haven't been able to change my username for a while now]
* The user is unable to update their profile information, specifically their username, despite trying multiple times.
[If you're scrolling down a follower/following list, click on an account then go back it'll take you back to the top of the list]
* When navigating through a list of followers or following accounts, clicking on an account and then going back to the top of the list results in unexpected behavior, such as taking the user back to the top of the list."
"VIDEO PLAYER IS NOT GOOD Bring back the old one, that even if you setting the video to never autoplay at least in the old one when you press the video it play itself, but for this new video player you have to press the play button for it to play, dan the button sometimes doesn't respond well, at least bring back the old one or put that feature in the new one","Here are the events organized into related groups based on the review:

Group 1: Login and Password Issues
* Events:
	+ I log in with the right password.
	+ The app starts to log me in, but then decides my login has expired and kicks me out.
	+ I log back in, and the app does the same thing over and over again.
	+ I got the app updated, but it's still continuing to do the same thing.
Group 2: Picture Selection Issue
	+ It keeps selecting a random picture as the main one (so the only one buyers see when searching and scrolling).
	+ It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object.
Group 3: Uninstallation and Password Recovery Issues
	+ I tried uninstalling the app three times.
	+ I tried to get my password reset, but it never worked and just said error.
Group 4: Video Player Feedback
	+ The video player is not good.
	+ Bring back the old video player or put that feature in the new one.
	+ Sometimes the button to play the video doesn't respond well."
So far my experience has been difficult and I'm still trying to figure out how to use the app I will eventually figure it out though I it is hard to try to figure it out when they want money for everything on the app to talk to get your comments so it actually isn't a app for people that want to just enjoy communication between people because they want money to check your messages or to send a message I think it's messed up that's why I haven't been able to figure it out probably never wil,"Here are the related events extracted from the reviews:

Reviews: Keeps logging me out of account saying session expired and everytime I try to log in it won't let me, keeps updating constantly even when I keep it up to date so not sure if the app is glitching, overall not a good app so may have to consider deleting Facebook as this has put me off and happens way too much, keep trying to update the app thinking it was that but its still not working and it says update again even after i already did
Events: [Keeps logging me out, Says session expired, Won't let me log in, Updates constantly]
Reviews: Facebook marketplace has a bug or a terrible feature where it will select a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.
Events: [Selects random picture as main one, Zoomed up tiny area of damage as main photo]
Reviews: I don't know what has happened lately it will not let me log into my Facebook I keep logging in right password and all cuz it starts to log in but then it decides login has expired and kicks me right back out logs me out then it turns around, I log back in and it does the same thing over and over first I thought it might have needed updated so I got it updated and it's still continuing to do it I do not know what is going on with it but it needs fixed
Events: [Logs in with right password, Decides login has expired, Kicks me back out, Logs back in and does the same thing over and over]
Reviews: Can't login at all can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT
Events: [Tried uninstalling, Tries to get password reset, Never worked, Said error, Screen went black, App froze for a second and kicked me out]"
"Your latest update has twitter all messed up for me - my feed will go straight to the top as everytime i open the app, so now I have to scroll down whenever I need to see tweets I haven't seen before which is really annoying as I preferred it when it would just stay on the part of the feed I left it at and it stays there when I open the app but it no longer does that, it just refreshes to the top.","Events: [The latest update has messed up my Twitter feed, The feed will go straight to the top every time I open the app, I have to scroll down to see tweets I haven't seen before, Preferred when it would stay on the part of the feed I left it at and refresh when I open the app but no longer does that]"
"it was working well but since the last update it is always crashing and doesnt works when i go to the startsite it always freezes i cant use it now because of this and its like this for almost a week i get the notifications but i cant see them when i want to look at them it also feezes and i have to close it, please do anything about this thank you","Here are the events extracted from the reviews:

[Reviews: Keeps logging me out of account saying session expired and everytime I try to log in it won't let me, keeps updating constantly even when I keep it up to date so not sure if the app is glitching, overall not a good app so may have to consider deleting Facebook as this has put me off and happens way too much, keep trying to update the app thinking it was that but its still not working and it says update again even after i already did]
Events:
* Keeps logging me out of account (3 times)
* Says session expired (3 times)
* Won't let me log in (3 times)
* Updates constantly (even when kept up to date)
* Overall not a good app
* May have to consider deleting Facebook (because of frequent issues)
* Keep trying to update the app (thinking it was the issue, but still not working)
* App says update again even after already doing so
[Reviews: Facebook marketplace has a bug or a terrible feature where it will select a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
* Searches and scrolls through Facebook Marketplace
* Random picture selected as main one (instead of actual photo)
* Zoomed up tiny area of damage selected as main photo (not the actual photo)
[Reviews: I don't know what has happened lately it will not let me log into my Facebook I keep logging in right password and all cuz it starts to log in but then it decides login has expired and kicks me right back out logs me out then it turns around, I log back in and it does the same thing over and over first I thought it might have needed updated so I got it updated and it's still continuing to do it I do not know what is going on with it but it needs fixed.]
* Tries to log in with the right password (3 times)
* App starts to log in, but then decides login has expired (3 times)
* Logs me out (3 times)
* Turns around and logs back in (3 times)
* Got the app updated (but still experiencing issues)
[Reviews: Can't login at all can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT.]
* Tries to login, but can't (3 times)
* Uninstalls the app (3 times)
* Tries to reset password, but it doesn't work (3 times)
* Screen goes black (once)
* App freezes (once)
* Kicked out of the app (once)"
Updates haven't affected me (yet) but my biggest gripe is that it always auto refreshes or goes back to the top of the page after I open a photo/video/media and it's very frustrating when you're looking through hundreds bookmarks or an archive account.,"Events:
[I open a photo/video/media, The app auto-refreshes or goes back to the top of the page]

Related Groups:
1. Auto-refreshing or going back to the top of the page after opening a photo/video/media.
2. Logging issues.
3. Update problems."
"The notification system doesn't really work anymore, like I have my notification sounds to the max, but I still need to check my phone every 5 minutes because the sound doesn't work and even then, if I get a notification, it'll be not on the exact time it was posted, this makes it hard for me to listen to the spaces if I'm waiting for a certain one.","Sure! Here are the events extracted from the reviews:

Reviews:
* Keeps logging me out of account saying session expired (event 1)
* It keeps updating constantly even when I keep it up to date so not sure if the app is glitching (event 2)
* Overall not a good app so may have to consider deleting Facebook as this has put me off and happens way too much (event 3)
* Keep trying to update the app thinking it was that but its still not working and it says update again even after i already did (event 4)
* Facebook marketplace has a bug or a terrible feature where it will select a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now (event 5)
* I don't know what has happened lately it will not let me log into my Facebook (event 6)
* Can't login at all can't recover my account at all (event 7)
* I've tried uninstalling 3 times and tried to get the password reset but never worked just said error (event 8)
* Made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app (event 9)
Events:
* It keeps selecting a random picture as the main one (event 2, 5)
* It keeps updating constantly even when I keep it up to date (event 2)
* It logs me out and turns around and I log back in and it does the same thing over and over (event 4, 6)
* It never worked and just said error (event 8)
* My screen goes black or white and freezes for a second before kicking me out of the app (event 9)"
"I cant see my past notifications it keeps loading and never appear also the push notifs are much better than the actual notification on the app instead , every time i open my net i see a lot of twt notif from my phone but when i enter the app and look for the notif bell theres only either 1 or 2 notif that's in there ,,,, please fix this thing","
Events:
[It keeps loading and never appears, I can't see my past notifications]
[The push notifications are much better than the actual notification on the app]
[Every time I open my net, I see a lot of tweet notifications from my phone]
[When I enter the app and look for the notification bell, there are only either 1 or 2 notifications that are in there]"
"I'm giving 2 stars because after the update when I'm on twitter scrolling through content it's keeps blacking out and then refreshes itself and in any other time,it's black out and totally exits twitter to phone homescreen,all of these problems started after your update,so until fixed I'll give 2 stars","
Events:
[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over]
[I can't login at all, Can't recover my account at all, I've tried uninstalling 3 times and tried to get the password reset but never worked, just said error, Oh yeah, And made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app.]
[It keeps blacking out and refreshing itself while I'm scrolling through content on Twitter, It exits Twitter to the phone homescreen in any other time, All of these problems started after the update, So until fixed, I'll give 2 stars]"
"Using this app for more than a year now , everything was going alright and running smoothly but in the latest update when i qiet the app when i am reading trending tweets , after i reopen app the photos there are not get loaded even on the high speed internet which is quite frustrating for me , i ll definitely give five stars if this is ll be fixed","
Events:
[I have been using the app for more than a year, Everything was going smoothly, Latest update, Photos are not loaded after reopening the app]
Here are the related events organized into groups:
1. Logging issues:
	* Keeps logging me out of account (2 times)
	* It won't let me log in (3 times)
2. Update issues:
	* App keeps updating constantly (even when kept up to date)
	* It says update again even after already doing so
3. Main photo selection issue:
	* It selects a random picture as the main one (once)
	* It keeps selecting a zoomed-up tiny area of damage as the main photo (twice)
4. Login issues:
	* I log in with the right password (once)
	* The app starts to log in, but then it decides login has expired and kicks me back out (twice)
	* It turns around, I log back in, and the app does the same thing over and over (thrice)
5. Uninstallation issues:
	* I tried uninstalling the app (once)
6. Password reset issues:
	* I tried to get the password reset (once)
7. Load issues:
	* Photos are not loaded after reopening the app (once)"
